query_id,class,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5X5UNM9|unreviewed|nitrate,327,4705.0,1545,786,50.873786407766985
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2T5P9L9|unreviewed|nitrate,328,4728.0,1546,788,50.970245795601556
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A4R6YMC6|unreviewed|nitrate,329,4751.0,1539,792,51.461988304093566
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,I9DPZ0|unreviewed|nitrate,330,4709.0,1538,778,50.585175552665795
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAV3I6M1|unreviewed|nitrate,331,4651.0,1555,771,49.58199356913183
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1R4H1X6|unreviewed|nitrate,332,4847.0,1528,817,53.468586387434556
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU8P0V6|unreviewed|4Fe-4S,333,4251.0,1587,691,43.54127284183995
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A737F2S8|unreviewed|nitrate,334,4726.0,1544,793,51.36010362694301
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2K4FIZ8|unreviewed|nitrate,335,4685.0,1557,783,50.28901734104046
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A432XT12|unreviewed|nitrate,336,4738.0,1534,784,51.10821382007823
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAJ2S7E2|unreviewed|nitrate,337,4647.0,1547,771,49.83839689722043
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,F5NTH3|unreviewed|nitrate,338,4753.0,1537,801,52.114508783344185
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0H3CHR0|unreviewed|nitrate,339,4757.0,1538,803,52.210663198959686
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7C1US64|unreviewed|nitrate,340,5621.0,1406,979,69.63015647226175
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A418X933|unreviewed|nitrate,341,4689.0,1551,777,50.09671179883946
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5X3P5I5|unreviewed|nitrate,342,4732.0,1540,794,51.55844155844156
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1H7SB98|unreviewed|nitrate,343,4682.0,1555,780,50.160771704180064
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5I8VL87|unreviewed|nitrate,344,4735.0,1540,794,51.55844155844156
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2N1WJE6|unreviewed|nitrate,345,4761.0,1538,796,51.7555266579974
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0A3Z2P4|unreviewed|nitrate,346,4751.0,1539,797,51.78687459389214
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAX2ES22|unreviewed|nitrate,347,4742.0,1542,797,51.68612191958496
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,I6EFZ7|unreviewed|nitrate,348,4746.0,1533,800,52.18525766470972
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A506VGK1|unreviewed|nitrate,349,4607.0,1557,760,48.81181759794477
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A099LX36|unreviewed|nitrate,350,4680.0,1553,777,50.03219575016098
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU6PWR2|unreviewed|nitrate,351,4684.0,1558,782,50.19255455712452
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A4V2WPE6|unreviewed|4Fe-4S,352,4164.0,1498,693,46.26168224299065
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAN5L1C5|unreviewed|nitrate,353,4659.0,1549,773,49.9031633311814
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5I6QQC4|unreviewed|nitrate,354,4742.0,1540,796,51.688311688311686
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7G7Z868|unreviewed|nitrate,355,4799.0,1542,812,52.658884565499356
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAW3RP13|unreviewed|nitrate,356,4772.0,1542,802,52.01037613488976
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A423DQW2|unreviewed|nitrate,357,4708.0,1548,788,50.90439276485789
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA96YKJ4|unreviewed|nitrate,358,4709.0,1537,785,51.073519843851656
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2N5EFI4|unreviewed|nitrate,359,4629.0,1553,771,49.64584674822923
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAE9NMY3|unreviewed|nitrate,360,4757.0,1543,801,51.91186001296176
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,E1VJB5|unreviewed|nitrate,361,4826.0,1520,809,53.223684210526315
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,B4SL59|unreviewed|nitrate,362,4717.0,1544,786,50.906735751295344
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A724LP91|unreviewed|nitrate,363,4738.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0ABD3YGM3|unreviewed|Nitrate,364,4755.0,1544,794,51.42487046632125
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A328XVP3|unreviewed|nitrate,365,4777.0,1545,797,51.58576051779935
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5R9ILJ9|unreviewed|nitrate,366,4704.0,1562,789,50.512163892445585
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A3S0I8E5|unreviewed|nitrate,367,4819.0,1544,809,52.39637305699482
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1M3NZ81|unreviewed|nitrate,368,4698.0,1546,794,51.35834411384217
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9X1N1X2|unreviewed|nitrate,369,4737.0,1542,790,51.23216601815823
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,E3G565|unreviewed|nitrate,370,4750.0,1535,796,51.85667752442997
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A085VKQ9|unreviewed|nitrate,371,4702.0,1551,786,50.67698259187621
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7Z1K544|unreviewed|nitrate,372,4680.0,1555,783,50.353697749196144
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A370K659|unreviewed|nitrate,373,4764.0,1530,802,52.41830065359478
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1I4SXU1|unreviewed|nitrate,374,4792.0,1538,805,52.3407022106632
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5V0B6Y3|unreviewed|nitrate,375,4739.0,1539,795,51.656920077972714
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,B7N437|unreviewed|nitrate,376,4749.0,1537,798,51.91932335718933
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1E2VBG3|unreviewed|nitrate,377,4672.0,1558,783,50.25673940949936
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A832E7E0|unreviewed|4Fe-4S,378,3628.0,1378,623,45.210449927431064
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0G3GH84|unreviewed|nitrate,379,4671.0,1558,779,50.0
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A8E6NPF5|unreviewed|nitrate,380,4732.0,1541,794,51.52498377676833
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA95KRE0|unreviewed|nitrate,381,4748.0,1551,797,51.386202450032236
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2N5F4T0|unreviewed|nitrate,382,4675.0,1556,782,50.257069408740364
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU7NSU5|unreviewed|nitrate,383,4796.0,1536,815,53.059895833333336
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A4R6TWJ1|unreviewed|nitrate,384,4688.0,1551,781,50.35460992907801
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0H3FAX2|unreviewed|nitrate,385,4721.0,1544,791,51.230569948186535
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A432ZFI4|unreviewed|nitrate,386,4722.0,1536,787,51.236979166666664
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA97BVY1|unreviewed|nitrate,387,4711.0,1539,788,51.20207927225471
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A4BM17|unreviewed|nitrate,388,4055.0,1627,658,40.44253226797787
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5I0F5D8|unreviewed|nitrate,389,4738.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A3U6ZBV2|unreviewed|nitrate,390,4739.0,1543,797,51.652624756966944
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A8D3XZN8|unreviewed|nitrate,391,4727.0,1539,788,51.20207927225471
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAI9GGF4|unreviewed|nitrate,392,4740.0,1543,795,51.523007128969546
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9Q9UL44|unreviewed|nitrate,393,4762.0,1538,799,51.95058517555267
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A4P6WP83|unreviewed|nitrate,394,4745.0,1538,793,51.560468140442126
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAP9MKM6|unreviewed|nitrate,395,4753.0,1537,801,52.114508783344185
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAE8UBQ4|unreviewed|nitrate,396,4686.0,1546,782,50.58214747736093
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A701QTI0|unreviewed|nitrate,397,4736.0,1542,795,51.55642023346303
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A634N3G2|unreviewed|nitrate,398,4697.0,1548,785,50.71059431524548
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1H6KS29|unreviewed|nitrate,399,4657.0,1553,776,49.96780424983902
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A265B4M6|unreviewed|nitrate,400,4695.0,1549,784,50.613298902517755
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7V8UES9|unreviewed|nitrate,401,4694.0,1556,781,50.19280205655527
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5I0D5H0|unreviewed|nitrate,402,4734.0,1541,794,51.52498377676833
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6L6Y405|unreviewed|nitrate,403,4649.0,1548,769,49.67700258397933
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A702FIW1|unreviewed|nitrate,404,4734.0,1543,795,51.523007128969546
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A724UXW0|unreviewed|nitrate,405,4734.0,1541,794,51.52498377676833
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A380SZP9|unreviewed|nitrate,406,4698.0,1549,784,50.613298902517755
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A8E6KNX8|unreviewed|nitrate,407,4749.0,1540,797,51.75324675324675
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A564HFW0|unreviewed|nitrate,408,4667.0,1552,780,50.25773195876289
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6I7X8K3|unreviewed|nitrate,409,5334.0,1457,917,62.93754289636239
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9J6PYR8|unreviewed|nitrate,410,4704.0,1551,792,51.06382978723404
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A727TJX4|unreviewed|nitrate,411,4688.0,1548,783,50.58139534883721
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,F3KFA2|unreviewed|Respiratory,412,2441.0,1380,411,29.782608695652176
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A837FC83|unreviewed|nitrate,413,4747.0,1539,801,52.046783625730995
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5X8YK65|unreviewed|nitrate,414,4694.0,1550,785,50.645161290322584
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,D8MW29|unreviewed|nitrate,415,4734.0,1552,793,51.095360824742265
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7S4LYQ4|unreviewed|nitrate,416,4693.0,1549,780,50.355067785668176
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1G9GW75|unreviewed|nitrate,417,4724.0,1549,790,51.00064557779213
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AB36DR55|unreviewed|nitrate,418,4643.0,1558,775,49.74326059050064
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9X2WCA0|unreviewed|nitrate,419,4710.0,1547,790,51.06658047834518
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAP8TQ75|unreviewed|nitrate,420,4729.0,1548,797,51.48578811369509
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7Y1MQ47|unreviewed|nitrate,421,4666.0,1558,778,49.93581514762516
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A420WSE3|unreviewed|nitrate,422,4773.0,1549,801,51.71078114912847
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAW6V001|unreviewed|nitrate,423,4735.0,1543,795,51.523007128969546
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9X7UVZ1|unreviewed|nitrate,424,4717.0,1562,780,49.9359795134443
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0M3TUH3|unreviewed|nitrate,425,5481.0,1429,953,66.68999300209937
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A239DTK9|unreviewed|nitrate,426,4766.0,1544,799,51.74870466321243
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2S6HE50|unreviewed|nitrate,427,4873.0,1533,828,54.01174168297456
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA94H2N7|unreviewed|nitrate,428,4747.0,1540,798,51.81818181818182
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2G2LVB5|unreviewed|4Fe-4S,429,5845.0,1373,1022,74.43554260742899
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1V3SI38|unreviewed|nitrate,430,4695.0,1558,784,50.3209242618742
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5B2V2S1|unreviewed|nitrate,431,4679.0,1557,782,50.224791265253685
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6I2I7E2|unreviewed|nitrate,432,4763.0,1534,794,51.76010430247718
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6C8F0Y1|unreviewed|nitrate,433,4682.0,1553,782,50.35415325177076
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2U2ADW5|unreviewed|nitrate,434,4688.0,1535,784,51.07491856677524
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7Y0WQ27|unreviewed|nitrate,435,4677.0,1560,783,50.19230769230769
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7W4KQN2|unreviewed|nitrate,436,4753.0,1536,800,52.083333333333336
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,E1V3Q9|unreviewed|nitrate,437,4798.0,1556,809,51.99228791773779
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A974QEU1|unreviewed|nitrate,438,4730.0,1542,793,51.42671854734111
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,S4YPZ9|unreviewed|nitrate,439,4756.0,1552,803,51.73969072164949
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,F2G9X7|unreviewed|nitrate,440,4774.0,1545,794,51.3915857605178
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5C7QSY6|unreviewed|4Fe-4S,441,3561.0,1456,596,40.934065934065934
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1S1NQ21|unreviewed|nitrate,442,4744.0,1550,795,51.29032258064517
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2I5TJZ8|unreviewed|nitrate,443,4725.0,1550,792,51.09677419354839
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAW7FJE1|unreviewed|nitrate,444,4671.0,1552,779,50.19329896907217
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,W1DL95|unreviewed|nitrate,445,4756.0,1539,799,51.916829109811566
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AB36FB63|unreviewed|nitrate,446,4749.0,1539,799,51.916829109811566
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A3V9PNL0|unreviewed|nitrate,447,4692.0,1549,784,50.613298902517755
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9J6PYC0|unreviewed|nitrate,448,4643.0,1550,768,49.54838709677419
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7Y9SND9|unreviewed|nitrate,449,4772.0,1532,791,51.63185378590078
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A8B2Y431|unreviewed|nitrate,450,4689.0,1547,781,50.48480930833872
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2P5GU92|unreviewed|nitrate,451,4749.0,1535,796,51.85667752442997
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A078L9J5|unreviewed|nitrate,452,4666.0,1555,777,49.96784565916399
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1H3XFM0|unreviewed|nitrate,453,4742.0,1554,786,50.57915057915058
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A1I2UM14|unreviewed|nitrate,454,4799.0,1530,800,52.28758169934641
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5P9IK09|unreviewed|nitrate,455,4778.0,1550,803,51.806451612903224
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7L6CKT1|unreviewed|nitrate,456,4748.0,1541,800,51.91434133679429
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAP4FZ91|unreviewed|nitrate,457,4666.0,1545,772,49.967637540453076
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A8J7K8K9|unreviewed|nitrate,458,4802.0,1542,809,52.46433203631648
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7W4F486|unreviewed|nitrate,459,4757.0,1552,803,51.73969072164949
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6V9XLY0|unreviewed|nitrate,460,4706.0,1547,786,50.808015513897864
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A850KZA1|unreviewed|nitrate,461,4758.0,1538,800,52.015604681404426
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU7KPT9|unreviewed|nitrate,462,4758.0,1554,800,51.48005148005148
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A3N7DHT1|unreviewed|nitrate,463,4677.0,1558,781,50.12836970474967
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7Z8VHP2|unreviewed|nitrate,464,5336.0,1457,917,62.93754289636239
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5V9GMM1|unreviewed|nitrate,465,4738.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A072N2A4|unreviewed|nitrate,466,4747.0,1538,789,51.30039011703511
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A509C213|unreviewed|nitrate,467,4738.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6S6WPI5|unreviewed|nitrate,468,4735.0,1536,783,50.9765625
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,J5Y4N7|unreviewed|nitrate,469,4767.0,1539,802,52.11176088369071
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A0A6PF80|unreviewed|4Fe-4S,470,4056.0,1612,663,41.12903225806452
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,Q32GX8|unreviewed|nitrate,471,4746.0,1538,800,52.015604681404426
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,B7UQB3|unreviewed|nitrate,472,4751.0,1538,800,52.015604681404426
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2A7TYA1|unreviewed|4Fe-4S,473,4213.0,1589,685,43.10887350534928
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAD0ZKB1|unreviewed|nitrate,474,4694.0,1550,782,50.45161290322581
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAD0MU67|unreviewed|nitrate,475,4741.0,1564,794,50.767263427109974
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A9X5F5T0|unreviewed|nitrate,476,4750.0,1542,799,51.81582360570688
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A2W4R042|unreviewed|nitrate,477,4841.0,1518,816,53.75494071146245
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,B2FUL2|unreviewed|nitrate,478,4725.0,1564,789,50.447570332480815
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A941UDW7|unreviewed|nitrate,479,4686.0,1551,784,50.54803352675693
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A730TWM2|unreviewed|nitrate,480,4703.0,1547,786,50.808015513897864
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAP7J4G6|unreviewed|nitrate,481,4706.0,1544,783,50.712435233160626
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA86BY04|unreviewed|nitrate,482,4738.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,W1X799|unreviewed|nitrate,483,4004.0,1524,666,43.7007874015748
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A6V0N4|unreviewed|nitrate,484,4810.0,1536,805,52.408854166666664
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A7W5N4S8|unreviewed|nitrate,485,4681.0,1557,781,50.16056518946692
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5C4PKF3|unreviewed|nitrate,486,4661.0,1558,774,49.6790757381258
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,K0CI08|unreviewed|nitrate,487,4729.0,1546,789,51.034928848641655
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAN1TWV8|unreviewed|nitrate,488,4714.0,1544,787,50.97150259067358
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA36LK60|unreviewed|nitrate,489,4738.0,1538,796,51.7555266579974
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU7I5J1|unreviewed|nitrate,490,4745.0,1540,795,51.62337662337663
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAX2BMP3|unreviewed|nitrate,491,4716.0,1541,789,51.20051914341337
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5H9V3C8|unreviewed|nitrate,492,4734.0,1541,794,51.52498377676833
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,W9UQQ4|unreviewed|nitrate,493,4751.0,1549,800,51.64622336991608
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A731TLA3|unreviewed|nitrate,494,4729.0,1543,793,51.393389500972134
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A375ABF5|unreviewed|nitrate,495,4735.0,1545,799,51.715210355987054
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A6I7X5C1|unreviewed|nitrate,496,5343.0,1457,919,63.07481125600549
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0A5M3PL76|unreviewed|nitrate,497,4773.0,1539,797,51.78687459389214
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AA35E4A5|unreviewed|nitrate,498,4747.0,1565,795,50.798722044728436
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAU8Y5D7|unreviewed|nitrate,499,4721.0,1548,795,51.356589147286826
Soil14.scaffold_576820813_c1_40,Gammaproteobacteria,A0AAJ4NHR3|unreviewed|nitrate,500,4711.0,1539,788,51.20207927225471
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A0S7YKK8|unreviewed|nitrate,1,4401.0,1583,728,45.988629185091604
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A0T6AJ19|unreviewed|nitrate,2,4155.0,1606,675,42.02988792029888
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F8X6Y0|unreviewed|nitrate,3,4047.0,1645,656,39.878419452887535
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F8XX50|unreviewed|nitrate,4,4035.0,1646,650,39.48967193195625
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F8ZIM8|unreviewed|nitrate,5,4087.0,1655,663,40.06042296072507
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F9DK45|unreviewed|nitrate,6,3998.0,1649,646,39.175257731958766
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F9FGY3|unreviewed|nitrate,7,4030.0,1612,655,40.63275434243176
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F9FRN6|unreviewed|nitrate,8,4076.0,1615,667,41.300309597523224
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1F9H829|unreviewed|nitrate,9,3996.0,1624,647,39.83990147783251
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1J5DUD1|unreviewed|nitrate,10,4080.0,1620,663,40.925925925925924
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A1V4MP30|unreviewed|nitrate,11,4349.0,1588,722,45.46599496221663
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A2N2GUE1|unreviewed|nitrate,12,4437.0,1571,738,46.976448122215146
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A2N2JJG9|unreviewed|nitrate,13,4108.0,1595,673,42.194357366771165
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A2N2K9G1|unreviewed|nitrate,14,4437.0,1574,739,46.95044472681067
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0A7I8MX43|unreviewed|nitrate,15,4405.0,1583,729,46.05180037902716
Soil14.scaffold_576820813_c1_40,Deltaproteobacteria,A0ABC8EQR7|unreviewed|Respiratory,16,4405.0,1583,729,46.05180037902716
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A0A512HM43|unreviewed|nitrate,1,5116.0,1483,877,59.13688469318949
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A0A1X4NJB3|unreviewed|nitrate,2,5062.0,1488,868,58.333333333333336
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A0A7W6P0X5|unreviewed|nitrate,3,5109.0,1486,877,59.01749663526245
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A0A1M3MLR7|unreviewed|nitrate,4,5054.0,1493,866,58.004018754186205
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A0A833L6E3|unreviewed|nitrate,5,5084.0,1492,868,58.17694369973191
Soil14.scaffold_280216268_c1_12,Alphaproteobacteria,A4EXU5|unreviewed|nitrate,6,5001.0,1494,848,56.760374832663985
